Stations_id;von_datum;bis_datum;Stationshoehe;geoBreite;geoLaenge;Stationsname Bundesland;Abgabe
05904;19820801;19930630;431;48.6493;11.7772;Mainburg;Bayern;Frei
05905;19940501;20050130;436;48.6709;11.7836;Mainburg-Lindkirchen;Bayern;Frei
05906;19490101;20250505;98;49.5063;8.5584;Mannheim;Baden-Württemberg;Frei
05907;19810601;19850531;96;49.5091;8.5539;Mannheim-Vogelstang;Baden-Württemberg;Frei
05930;19811014;20250505;1;54.6410;10.0238;Schönhagen (Ostseebad);Schleswig-Holstein;Frei
05941;20070301;20250331;686;47.6754;12.4698;Reit im Winkl;Bayern;Frei
05942;19950801;20000331;680;47.6755;12.4666;Reit im Winkl (Tirolerstr.);Bayern;Frei
05943;20070101;20250506;462;50.8377;14.0719;Rosenthal-Bielatal;Sachsen;Frei
05961;20200706;20241119;32;52.5808;11.7871;Tornau bei Stendal;Sachsen-Anhalt;
05985;20180108;20250506;386;48.6520;9.6232;Boll, Bad (Kläranlage);Baden-Württemberg;Frei
05986;20180523;20250506;329;48.7450;8.7301;Calw-Hirsau;Baden-Württemberg;Frei
05987;20180523;20250506;591;48.2870;9.4996;Hayingen-Anhausen;Baden-Württemberg;Frei
05988;20180523;20250506;415;49.1638;9.9162;Ilshofen;Baden-Württemberg;Frei
05989;20180523;20250506;262;49.3502;9.7871;Mulfingen;Baden-Württemberg;Frei
05990;20180523;20250506;221;49.0137;9.3153;Oberstenfeld;Baden-Württemberg;Frei
05991;20180523;20250506;234;48.4997;8.1376;Oppenau Oberes Renchtal;Baden-Württemberg;Frei
05992;20180111;20250506;266;48.8530;9.5365;Rudersberg-Michelau;Baden-Württemberg;Frei
05993;20180624;20250506;653;47.7595;9.7724;Vogt;Baden-Württemberg;Frei
05994;20180523;20250506;968;48.0277;8.2896;Vöhrenbach;Baden-Württemberg;Frei
06041;20190410;20250506;38;51.5496;6.9451;Bottrop-Eigen;Nordrhein-Westfalen;
06042;20190410;20250506;29;51.6671;6.9732;Dorsten-Harsewinkel;Nordrhein-Westfalen;
06043;20190410;20250506;70;51.5370;7.5808;Dortmund-Asseln;Nordrhein-Westfalen;
06044;20190410;20250506;49;51.5736;7.2056;Recklinghausen-Reitwinkel;Nordrhein-Westfalen;
06045;20190410;20250506;74;51.8900;7.2657;Rorup;Nordrhein-Westfalen;
06046;20190410;20250506;83;51.5807;8.0800;Soest/Soestbach;Nordrhein-Westfalen;
06047;20190214;20250506;71;50.9950;6.7111;Bergheim-Fliesteden;Nordrhein-Westfalen;
06048;20190214;20250506;87;50.9981;6.4921;Bedburg-Grottenherten;Nordrhein-Westfalen;
06049;20190214;20250506;144;50.6500;6.8101;Euskirchen-Roitzheim;Nordrhein-Westfalen;
06050;20190214;20250506;143;50.7440;6.6093;Vettweiss;Nordrhein-Westfalen;
06051;20190214;20250506;269;50.6555;6.5536;Heimbach-Vlatten;Nordrhein-Westfalen;
06052;20190214;20250506;111;50.7636;6.8383;Weilerswist;Nordrhein-Westfalen;
06053;20190214;20250506;553;50.5081;6.6610;Nettersheim-Zingsheim;Nordrhein-Westfalen;
06054;20200921;20250506;27;51.4249;6.7129;Rheinhausen;Nordrhein-Westfalen;
06055;20200922;20250506;19;51.6673;6.4715;Xanten-Lüttingen;Nordrhein-Westfalen;
06057;20201104;20250506;183;51.0903;7.2830;Dhünn-Neumühle;Nordrhein-Westfalen;
06058;20190214;20250506;180;51.0877;7.1005;Burscheid;Nordrhein-Westfalen;
06059;20210201;20250506;199;51.2493;7.2994;Wuppertal-Beyenburg;Nordrhein-Westfalen;
06060;20190215;20250506;161;51.0813;7.1845;Wermelskirchen-Dabringhausen;Nordrhein-Westfalen;
06061;20190214;20250506;360;51.1062;7.5646;Kierspe-Stöcken;Nordrhein-Westfalen;
06064;20190219;20250506;298;51.1717;7.3994;Wipperfürth-Müllensiepen;Nordrhein-Westfalen;
06067;20190214;20250506;76;50.8825;6.6991;Kerpen;Nordrhein-Westfalen;
06091;19971008;20250505;14;53.7674;7.6721;Spiekeroog (SWN);Niedersachsen;Frei
06093;20040501;20250505;62;53.2139;10.4704;Wendisch Evern;Niedersachsen;Frei
06096;19980717;20250505;416;49.1423;10.7301;Altmühlsee;Bayern;Frei
06097;19981104;20250505;4;54.4738;12.5014;Darßer Ort (SWN);Mecklenburg-Vorpommern;Frei
06098;20000503;20100430;398;47.8147;9.0237;Stockach-Espasingen;Baden-Württemberg;Frei
06099;20000420;20250505;449;47.7020;8.7318;Gailingen;Baden-Württemberg;Frei
06100;20040901;20250506;120;49.8626;8.2311;Hahnheim;Rheinland-Pfalz;Frei
06101;19991216;20250505;51;54.1323;11.6719;Bastorf-Kägsdorf (SWN);Mecklenburg-Vorpommern;Frei
06102;19990331;20250505;397;47.5396;9.6843;Lindau (SWN);Bayern;Frei
06103;20000606;20250505;923;47.4287;11.2616;Mittenwald/Obb.;Bayern;Frei
06105;20040501;20250505;15;54.3194;9.8051;Ostenfeld (Rendsburg);Schleswig-Holstein;Frei
06106;20020630;20250505;62;53.3311;12.7149;Rechlin;Mecklenburg-Vorpommern;Frei
06107;19990414;20250505;703;47.8076;9.1035;Sipplingen (SWN);Baden-Württemberg;Frei
06108;20010627;20250505;7;53.7197;9.4192;Ruthenstrom;Niedersachsen;Frei
06109;20040901;20250505;51;53.3837;14.3728;Grambow-Schwennenz;Mecklenburg-Vorpommern;Frei
06110;19980901;20040831;11;53.8545;13.4949;Medow-Wussentin;Mecklenburg-Vorpommern;Frei
06111;19980801;19991231;6;54.3159;9.6032;Sankt Peter-Ording (Knoll);Schleswig-Holstein;Frei
06123;19930701;19960815;53;54.1833;7.8833;Helgoland (Flugplatz);Schleswig-Holstein;Frei
06124;19930701;19960831;14;53.8000;7.9000;Wangerooge (A);Niedersachsen;Frei
06129;20041101;20250505;291;51.0594;14.4266;Sohland/Spree;Sachsen;Frei
06136;19820801;19950430;220;50.7000;8.3000;Dillenburg-Niederscheld (Kläranlage);Hessen;Frei
06138;19941101;20021031;460;48.9893;10.1307;Ellwangen-Rindelbach (A);Baden-Württemberg;Frei
06157;20071001;20250505;4;53.6411;8.0809;Wangerland-Hooksiel;Niedersachsen;Frei
06158;20041101;20250505;454;49.2249;10.6085;Weidenbach-Weiherschneidbach;Bayern;Frei
06159;20081201;20250505;8;52.9542;7.3197;Dörpen;Niedersachsen;Frei
06161;20041001;20250506;311;48.7577;13.0134;Osterhofen-Thundorf;Bayern;Frei
06163;19991004;20250505;27;54.1654;10.3519;Dörnick;Schleswig-Holstein;Frei
06169;20041201;20091113;761;47.7610;10.8601;Steingaden-Riesen;Bayern;Frei
06170;20040601;20250505;39;52.0192;14.7254;Coschen;Brandenburg;Frei
06181;19870601;19921231;218;51.3154;9.4281;Kassel-Wilhelmshöhe;Hessen;
06182;20040601;20120327;404;48.7757;12.1743;Mallersdorf-Pfaffenberg;Bayern;Frei
06183;19760201;19891231;16;54.9101;8.3268;Westerland (Wind);Schleswig-Holstein;
06184;19981202;20090615;6;53.5333;8.1667;Wilhelmshaven (Flugplatz);Niedersachsen;
06186;20040801;20190527;268;50.1989;7.8651;Nastätten;Rheinland-Pfalz;Frei
06189;19930301;19940531;34;53.1333;9.3500;Rotenburg (Wümme) (Flugplatz);Niedersachsen;Frei
06190;20050301;20250506;599;47.6392;13.0068;Berchtesgaden;Bayern;Frei
06191;20050101;20250506;684;48.9023;13.1442;Kirchberg/Niederbayern -Zell;Bayern;Frei
06192;19990801;20081101;115;49.8083;7.8458;Münster am Stein, Bad;Rheinland-Pfalz;
06195;20041001;20250506;305;49.9560;11.0189;Scheßlitz-Köttensdorf;Bayern;Frei
06196;20110519;20250505;611;50.1587;12.0386;Selb-Spielberg;Bayern;Frei
06197;20001011;20250505;258;51.8664;9.2710;Lügde-Paenbruch;Nordrhein-Westfalen;Frei
06199;20041001;20250505;16;54.2484;13.0419;Steinhagen-Negast;Mecklenburg-Vorpommern;Frei
06200;20041001;20250506;262;50.0785;10.4887;Königsberg/Bayern-Holzhausen;Bayern;Frei
06201;20041201;20250506;339;49.5334;10.1546;Simmershofen-Adelhofen;Bayern;Frei
06203;20050301;20250506;1088;47.6279;12.9015;Ramsau-Schwarzeck/Schmuck;Bayern;Frei
06204;19770801;20020630;575;49.9997;11.7842;Warmensteinach (Freizeithaus);Bayern;Frei
06205;19841101;20061230;533;49.4039;11.7603;Ursensollen (Hohenburger Str.);Bayern;Frei
06211;19870610;20250505;464;47.9550;12.1735;Vogtareuth (Kläranlage);Bayern;Frei
06215;20050201;20250506;689;49.2154;13.0662;Lam-Lambach;Bayern;Frei
06216;20050401;20250506;464;49.5321;12.2798;Trausnitz-Reisach;Bayern;Frei
06217;20041001;20250505;190;49.2406;6.9351;Saarbrücken-Burbach;Saarland;Frei
06221;19910903;19940630;6;53.5084;7.0781;Krummhörn (Hooge);Niedersachsen;Frei
06224;19921101;20081230;400;48.5168;12.0493;Landshut-Peterreuth;Bayern;Frei
06238;20011123;20170729;675;47.9946;11.2690;Starnberg-Perchting;Bayern;Frei
06242;20020101;20210701;64;50.4088;7.4890;Mülheim-Kärlich;Rheinland-Pfalz;
06243;20020101;20250505;96;49.2506;8.4422;Philippsburg KKW;Baden-Württemberg;
06244;20020101;20250505;145;49.3650;9.0804;Obrigheim;Baden-Württemberg;
06245;20020101;20250505;180;49.0423;9.1733;Neckarwestheim KKW;Baden-Württemberg;
06246;20020102;20250505;368;47.6213;8.2167;Waldshut KKW;Baden-Württemberg;
06247;20020101;20250505;307;47.6078;8.1813;Dogern (Leibstadt);Baden-Württemberg;
06249;20210803;20250505;365;50.3485;11.0313;Rödental-Schönstädt (Speicher);Bayern;Frei
06252;20030428;20250506;376;49.2105;11.1843;Rothsee bei Allersberg;Bayern;Frei
06253;20011001;20250505;31;52.4228;12.5667;Brandenburg/Havel;Brandenburg;Frei
06254;20020101;20070702;19;53.5408;9.9528;Hamburg-Lotsenhöft;Hamburg;
06255;20020101;20181231;351;49.4667;6.3968;Perl/Saar;Saarland;
06256;20020101;20250505;201;47.9100;7.5838;Bremgarten (Fessenheim);Baden-Württemberg;
06257;20060701;20250506;723;47.6279;11.5166;Jachenau-Tannern;Bayern;Frei
06258;20030101;20250505;461;47.6845;9.4409;Friedrichshafen-Unterraderach;Baden-Württemberg;Frei
06259;20040601;20250505;524;49.0210;9.6033;Großerlach-Mannenweiler;Baden-Württemberg;Frei
06260;20021201;20250505;381;49.3328;9.7040;Ingelfingen-Stachenhausen;Baden-Württemberg;Frei
06262;20021101;20250505;412;48.7695;9.8737;Schwäbisch Gmünd-Weiler;Baden-Württemberg;Frei
06263;20040701;20250505;445;47.7738;8.8219;Singen;Baden-Württemberg;Frei
06264;20040601;20250505;457;51.4140;8.6500;Brilon-Thülen;Nordrhein-Westfalen;Frei
06265;20040501;20250505;36;52.3613;12.3867;Wusterwitz;Brandenburg;Frei
06266;20040901;20250505;112;52.0304;10.9626;Huy-Pabstorf;Sachsen-Anhalt;Frei
06268;20021101;20250506;173;50.7577;11.5178;Uhlstädt-Kirchhasel-Niederkrossen;Thüringen;Frei
06269;20070401;20250506;731;50.3594;12.4836;Klingenthal-Kamerun;Sachsen;Frei
06270;20040901;20250506;330;50.4099;10.4901;Römhild-Sülzdorf;Thüringen;Frei
06271;20040601;20250506;274;50.9771;12.0044;Crossen/Elster-Nickelsdorf;Thüringen;Frei
06272;20041001;20250505;284;50.8426;10.2518;Salzungen, Bad-Gräfen-Nitzendorf;Thüringen;Frei
06273;20040601;20250505;36;52.5075;11.8551;Demker;Sachsen-Anhalt;Frei
06275;20040701;20250505;327;48.6705;9.4627;Notzingen;Baden-Württemberg;Frei
06276;20041101;20191102;172;51.4903;7.7053;Fröndenberg-Strickherdicke;Nordrhein-Westfalen;Frei
06277;19710101;19900430;66;52.4167;10.6667;Wolfsburg (Schleuse);Niedersachsen;Frei
06279;20030427;20250506;500;47.9869;11.9942;Aßling;Bayern;Frei
06280;20030427;20250506;600;47.9710;11.7747;Aying (Brauerei);Bayern;Frei
06281;20030427;20250506;420;49.3608;12.4477;Neunburg v. Wald-Eixendorf (Seemeister);Bayern;Frei
06282;20030427;20250506;250;49.7978;10.9998;Altendorf/Oberfranken;Bayern;Frei
06283;20030427;20250506;434;49.3826;10.3733;Colmberg-Binzwangen;Bayern;Frei
06284;20030514;20250506;420;49.2289;10.5044;Herrieden;Bayern;Frei
06285;20030427;20250506;420;49.6546;9.2609;Amorbach-Neudorf;Bayern;Frei
06286;20030428;20250506;400;48.2612;12.4292;Ampfing;Bayern;Frei
06287;20030428;20250506;160;50.1141;9.7350;Gräfendorf,Kr.Main-Spessart;Bayern;Frei
06288;20031027;20250506;1320;47.2689;10.5355;Gramais/Österreich;Tirol;Frei
06290;20060424;20250506;1100;47.3594;10.4578;Hinterhornbach/Österreich;Tirol;Frei
06292;20090423;20100725;5;54.6833;6.7833;Nordseeboje 3;Hamburg;Frei
06293;20030420;20250506;737;47.5899;11.5504;Lenggries (Sylvenstein);Bayern;Frei
06294;20031025;20250506;600;47.5738;9.9033;Weiler-Simmerberg;Bayern;Frei
06295;20031101;20250506;650;47.8023;11.8251;Miesbach (Kläranlage);Bayern;Frei
06296;20030428;20250506;320;48.7751;12.9578;Moos,Kr. Deggendorf-Maxmühle;Bayern;Frei
06297;20030428;20250506;420;48.3014;12.6025;Pleiskirchen;Bayern;Frei
06298;20030428;20250506;530;49.8128;12.3287;Plößberg-Liebenstein (Speicher);Bayern;Frei
06299;20030428;20250506;650;47.7733;12.6441;Ruhpolding (Kläranlage);Bayern;Frei
06300;20031011;20250506;796;47.5768;10.7179;Schwangau-Horn (LfW);Bayern;Frei
06301;20060430;20250506;1040;47.5067;10.5019;Untergschwend/Österreich;Tirol;Frei
06303;20030308;20250506;584;51.2915;8.5981;Willingen/Hochsauerland;Hessen;Frei
06305;20041201;20250505;194;51.2061;10.4978;Mühlhausen/Thüringen-Görmar;Thüringen;Frei
06307;20031010;20250506;825;47.4772;10.9403;Garmisch-Partenkirchen-Griesen;Bayern;Frei
06310;20040801;20250505;1;54.1049;13.8239;Karlshagen;Mecklenburg-Vorpommern;Frei
06312;20041101;20200930;362;49.5314;10.6418;Markt Erlbach-Mosbach;Bayern;Frei
06313;20041201;20250506;440;51.2488;7.4672;Breckerfeld-Wengeberg;Nordrhein-Westfalen;Frei
06314;20050801;20250505;306;51.0507;13.3003;Nossen;Sachsen;Frei
06315;20081001;20250506;123;49.0236;8.1788;Büchelberg;Rheinland-Pfalz;Frei
06316;20081001;20250506;203;49.0905;7.8157;Bundenthal;Rheinland-Pfalz;Frei
06317;20081001;20250506;97;49.4371;8.3133;Dannstadt-Schauernheim;Rheinland-Pfalz;Frei
06318;20081001;20250506;261;49.5284;7.8887;Enkenbach;Rheinland-Pfalz;Frei
06319;20081001;20100426;330;49.6147;7.2025;Hoppstädten-Weiersbach;Rheinland-Pfalz;
06320;20201104;20250505;560;50.2272;6.7524;Kirchweiler;Rheinland-Pfalz;Frei
06321;20081001;20250506;327;49.5573;6.4541;Kirf-Beuren;Rheinland-Pfalz;Frei
06322;20081001;20250506;215;49.5414;7.4299;Kusel/Kuselbach;Rheinland-Pfalz;Frei
06323;20081001;20250506;526;50.0971;6.6746;Meisburg;Rheinland-Pfalz;Frei
06324;20081001;20250506;369;49.5892;6.6751;Oberzerf;Rheinland-Pfalz;Frei
06325;20081001;20110301;160;49.6870;7.6528;Odenbach;Rheinland-Pfalz;
06326;20081001;20101220;290;49.1700;7.5720;Pirmasens-Felsalbe;Rheinland-Pfalz;
06327;20081001;20250506;60;50.5539;7.2554;Sinzig;Rheinland-Pfalz;Frei
06328;20081001;20250506;250;49.9285;6.6209;Speicher;Rheinland-Pfalz;Frei
06329;20201104;20250505;128;49.8559;7.9806;Sprendlingen;Rheinland-Pfalz;Frei
06330;20081001;20250506;394;50.1153;6.9215;Strohn;Rheinland-Pfalz;Frei
06331;20081001;20100826;163;49.6503;6.5332;Wawern;Rheinland-Pfalz;
06332;20081001;20100519;210;49.4114;8.0060;Weidenthal;Rheinland-Pfalz;
06333;20201104;20250505;650;49.7286;7.1289;Hüttgeswasen;Rheinland-Pfalz;Frei
06334;20081001;20100831;215;49.2039;8.0308;Birkweiler;Rheinland-Pfalz;
06336;20051101;20250505;288;50.0132;9.6540;Lohr/Main-Halsbach;Bayern;Frei
06337;20040801;20250505;58;51.7663;7.5194;Lüdinghausen-Brochtrup;Nordrhein-Westfalen;Frei
06338;20050301;20250506;605;50.3618;11.6223;Steben, Bad;Bayern;Frei
06340;20040912;20250506;393;49.9321;7.3880;Kirchberg, Rhein-Hunsrück-Kreis;Rheinland-Pfalz;Frei
06341;20031115;20250506;658;47.9603;11.0136;Dießen/Ammersee-Dettenschwang;Bayern;Frei
06342;20031010;20250506;601;47.6573;11.3210;Schlehdorf;Bayern;Frei
06343;20040902;20250506;902;47.5075;11.7049;Achenkirch/Österreich;Tirol;Frei
06344;20041201;20250505;168;50.3940;8.1423;Runkel-Ennerich;Hessen;Frei
06346;20050201;20250505;531;48.2070;11.2035;Maisach-Galgen;Bayern;Frei
06347;20050301;20250505;305;50.0579;10.2972;Schonungen-Mainberg;Bayern;Frei
07075;20050201;20250505;429;48.7020;11.8493;Elsendorf-Horneck;Bayern;Frei
07077;20041101;20250506;54;53.5255;13.0161;Penzlin-Groß Lukow;Mecklenburg-Vorpommern;Frei
07078;20041101;20250506;34;53.5035;11.0014;Wittendörp-Dodow;Mecklenburg-Vorpommern;Frei
07079;20041201;20250506;14;53.0443;14.2423;Berkholz-Meyenburg;Brandenburg;Frei
07099;20041101;20211004;187;52.0111;10.3966;Liebenburg-Othfresen;Niedersachsen;Frei
07104;20050101;20250506;220;49.6206;9.6036;Königheim;Baden-Württemberg;Frei
07105;20050601;20250505;719;47.8350;12.6548;Siegsdorf-Höll;Bayern;Frei
07106;20060901;20250505;105;52.0714;8.4565;Bielefeld-Deppendorf;Nordrhein-Westfalen;Frei
07135;20050101;20160516;565;47.9655;9.6804;Aulendorf-Haslach;Baden-Württemberg;Frei
07138;20050101;20250506;686;48.2962;9.0701;Burladingen-Hausen;Baden-Württemberg;Frei
07139;20081001;20250506;303;49.6111;7.6428;Einöllen;Rheinland-Pfalz;Frei
07140;20071030;20160824;140;49.7874;7.9839;Eckelsheim;Rheinland-Pfalz;
07187;20041201;20250505;194;49.7636;9.4063;Freudenberg/Main-Boxtal;Baden-Württemberg;Frei
07224;20050416;20250506;570;47.9324;9.5512;Altshausen;Baden-Württemberg;Frei
07226;20050416;20250506;640;47.7777;9.8870;Kißlegg, Kr. Ravensburg;Baden-Württemberg;Frei
07227;20050415;20250506;280;49.6789;9.5230;Külsheim/Main-Tauber-Kreis;Baden-Württemberg;Frei
07228;20050412;20101201;493;48.8868;9.8666;Leinzell-Eschach;Baden-Württemberg;Frei
07229;20050415;20101130;220;49.1739;9.0421;Massenbachhausen;Baden-Württemberg;Frei
07230;20050415;20250506;170;49.3078;9.3606;Möckmühl/Jagst;Baden-Württemberg;Frei
07231;20050415;20161110;375;49.4042;9.8691;Niederstetten-Adolzhausen;Baden-Württemberg;Frei
07233;20050416;20250506;415;49.2570;10.0152;Rot am See;Baden-Württemberg;Frei
07234;20050415;20250506;310;48.2934;8.3066;Schiltach/ Kinzig;Baden-Württemberg;Frei
07235;20050415;20250506;650;48.2109;8.7656;Schömberg-Stausee;Baden-Württemberg;Frei
07237;20050415;20121201;380;49.0537;9.6245;Schwäbisch Hall-Wielandsweiler;Baden-Württemberg;Frei
07238;20050415;20250506;200;48.9243;8.9536;Vaihingen/ Enz;Baden-Württemberg;Frei
07239;20050412;20160323;178;49.3031;8.9032;Waibstadt/Schwarzbach;Baden-Württemberg;Frei
07240;20050415;20250506;567;48.4692;8.6304;Horb-Altheim;Baden-Württemberg;Frei
07241;20050414;20250506;470;48.8707;9.6442;Welzheim (Kläranlage);Baden-Württemberg;Frei
07242;20050415;20250506;565;48.5682;9.6372;Wiesensteig;Baden-Württemberg;Frei
07243;20050415;20250506;303;48.1372;8.0097;Winden;Baden-Württemberg;Frei
07244;19910206;20040930;62;53.1424;13.0319;Neuglobsow (HM);Brandenburg;Frei
07249;20230807;20250506;305;50.8873;8.4478;Breidenbach;Hessen;
07250;20230807;20250506;630;50.5302;9.8711;Dipperz-Giegenberg;Hessen;
07256;20230807;20250506;667;50.4169;9.8270;Gersfeld/Rhön-Dalherda;Hessen;
07259;20230807;20250110;228;50.8913;10.0151;Heringen;Hessen;
07264;20230801;20250506;325;50.8014;8.8077;Marburg (Lahnberge);Hessen;
07273;20231004;20250506;167;51.1876;10.1641;Wanfried/Werra;Hessen;
07285;20050801;20250506;68;52.4153;11.0758;Oebisfelde-Weferlingen-Bösdorf;Sachsen-Anhalt;Frei
07287;20041206;20250506;980;47.6050;13.0153;Berchtesgaden/Jenner;Bayern;Frei
07298;20050701;20250505;4;54.5268;9.0425;Hattstedt;Schleswig-Holstein;Frei
07308;19850206;20180125;541;47.8847;11.1540;Wielenbach;Bayern;Frei
07319;20050301;20250505;435;48.7374;10.7393;Donauwörth-Osterweiler;Bayern;Frei
07321;20050901;20250505;157;51.1507;11.3321;Olbersleben;Thüringen;Frei
07322;20050901;20250506;716;47.7667;7.7205;Malsburg-Marzell;Baden-Württemberg;Frei
07323;20060101;20250506;149;51.2359;12.5517;Belgershain;Sachsen;Frei
07324;20050415;20120206;85;50.0003;8.1025;Heidesheim am R.;Rheinland-Pfalz;
07325;20110901;20151231;2650;47.4165;10.9795;Schneefernerhaus;Bayern;Frei
07326;20060101;20250506;135;51.1918;12.7645;Grimma-Kleinbothen;Sachsen;Frei
07327;20070501;20250506;323;50.8836;13.0425;Frankenberg-Altenhain;Sachsen;Frei
07328;20060101;20250506;219;50.8544;12.4216;Ponitz;Thüringen;Frei
07329;20051101;20250505;465;50.5467;12.2863;Treuen;Sachsen;Frei
07330;20051001;20250505;159;51.4633;7.9780;Arnsberg-Neheim;Nordrhein-Westfalen;Frei
07331;20050901;20250505;467;48.6099;10.2674;Hermaringen-Allewind;Baden-Württemberg;Frei
07333;20060701;20250506;727;50.5803;13.2966;Marienberg-Rübenau;Sachsen;Frei
07334;20060301;20250506;131;51.2651;13.3588;Hirschstein-Heyda;Sachsen;Frei
07335;20060201;20250506;138;51.3658;13.5801;Großenhain-Strauch;Sachsen;Frei
07337;20070401;20250506;332;51.0577;14.6128;Dürrhennersdorf;Sachsen;Frei
07340;20080326;20191220;84;50.3713;7.5791;Koblenz (Falckensteinkaserne);Rheinland-Pfalz;Frei
07341;20050718;20250505;119;50.0900;8.7862;Offenbach-Wetterpark;Hessen;Frei
07343;20060401;20250505;689;50.6200;13.4817;Deutschneudorf-Brüderwiese;Sachsen;Frei
07344;20060601;20250506;45;51.2992;6.2013;Nettetal-Hülst;Nordrhein-Westfalen;Frei
07350;20060801;20250501;585;49.1088;12.8231;Prackenbach-Neuhäusl;Bayern;Frei
07351;20050908;20250505;115;53.3176;13.4175;Feldberg/Mecklenburg;Mecklenburg-Vorpommern;Frei
07357;20210504;20250506;247;51.1483;14.7960;Reichenbach/OL;Sachsen;Frei
07361;20060701;20250506;73;52.7363;10.3440;Scharnhorst-Marwede;Niedersachsen;Frei
07362;20210504;20250506;135;51.3268;12.5954;Brandis (Lysimeterstation);Sachsen;Frei
07364;20070101;20250505;74;51.6818;12.3053;Jeßnitz;Sachsen-Anhalt;Frei
07367;20071201;20250505;144;51.9643;9.8072;Alfeld;Niedersachsen;Frei
07368;20071101;20250505;312;51.0007;10.3621;Eisenach;Thüringen;Frei
07369;20071101;20250505;475;49.1623;10.3661;Feuchtwangen-Heilbronn;Bayern;Frei
07370;20061211;20250505;499;49.3910;12.6838;Waldmünchen;Bayern;Frei
07372;20061001;20250506;37;52.7321;11.7123;Osterburg (Altmark)-Ballerstedt;Sachsen-Anhalt;Frei
07373;20060301;20250505;3;53.5984;6.7024;Borkum-Flugplatz;Niedersachsen;Frei
07374;20060301;20250428;46;52.0813;6.9409;Ahaus;Nordrhein-Westfalen;Frei
07375;20090924;20250506;411;49.6450;7.5003;Homberg-Schönbornerhof;Rheinland-Pfalz;Frei
07378;20060701;20250506;101;51.0149;6.5173;Bedburg-Weiler Hohenholz;Nordrhein-Westfalen;Frei
07380;20060526;20250506;233;48.9353;9.4009;Backnang/Murr;Baden-Württemberg;Frei
07382;20061201;20250506;666;47.7096;9.8660;Wangen/Allgäu-Schwaderberg;Baden-Württemberg;Frei
07389;20061201;20250505;83;52.7461;13.8427;Heckelberg;Brandenburg;Frei
07391;20120201;20250505;443;49.5561;8.9669;Oberzent-Beerfelden-Vogelherd;Hessen;Frei
07392;20080101;20250505;304;50.3332;10.4487;Aubstadt;Bayern;Frei
07393;20100101;20250505;116;51.4492;14.2533;Hoyerswerda;Sachsen;Frei
07394;20060601;20250505;622;50.0315;11.9745;Wunsiedel-Schönbrunn;Bayern;Frei
07395;20071201;20250505;351;48.6595;12.5388;Gottfrieding;Bayern;Frei
07396;20080501;20250505;740;50.5084;9.2246;Hoherodskopf/Vogelsberg;Hessen;Frei
07403;20070330;20250505;672;47.7955;10.0325;Leutkirch-Herlazhofen;Baden-Württemberg;Frei
07410;20110201;20250505;350;50.7513;9.0224;Neu-Ulrichstein;Hessen;Frei
